tokenId,domain,metadata.name,metadata.description,metadata.animation_url,metadata.image_full,metadata.image,metadata.stakingRequests,metadata.attributes.1.Environment,metadata.attributes.2.Front Component,metadata.attributes.3.Front Kit,metadata.attributes.4.Industry,metadata.attributes.5.Mirror,metadata.attributes.6.Number Plate,metadata.attributes.7.Pattern,metadata.attributes.8.Primary Color,metadata.attributes.9.Rear Component,metadata.attributes.10.Rear Kit,metadata.attributes.11.Scoop,metadata.attributes.12.Splitter,metadata.attributes.13.Spoiler
0x881118cdcf40de8dcd8f9f66e71d4b1fe0d14c115818eab7a8ccdfe895689e21,wilder.craft.genesis.183,Model W,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://QmVZyDtaFWKmZwGEJC27QsFJoZZHjxZNjnHeGzLbLM1W64,ipfs://QmVZyDtaFWKmZwGEJC27QsFJoZZHjxZNjnHeGzLbLM1W64,ipfs://QmZApY3vNwGKTUrdmNMHK55ZceyyiJF8yQ6mDhAKTxe6Dh,disabled,Factory ZERO,Type 1,Type 2,Wilder.Craft,Stock,646 877,None,Memory,Type 2,Type 1,None,Type 2,Type 1
0x57fbee94d6774349e42eb9cfa32af77b2a8909adb7a4aef7fb9bf4da501d102e,wilder.craft.genesis.184,Model M,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://QmX2S6xFu1617VierurnPErJUYmxZPBFJk8QGtS6BqehQw,ipfs://QmX2S6xFu1617VierurnPErJUYmxZPBFJk8QGtS6BqehQw,ipfs://QmUvb5QEhobcWqMzA47dWu7rG9V4fXB5gDXRvKawy8Kz5o,disabled,Factory ZERO,None,None,Wilder.Craft,Stock,299 530,Blurred Lines,Muted,Type 1,Type 4,Type 3,Type 1,Type 2
0x36def85cb7621aeebbbff349a02fc81524b0776d3305e7dd61a8803690aa0de0,wilder.craft.genesis.185,Model W,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://Qmd8EcvhvevouARP14J4v5A9bkwCBwp21ch89F3vRrTjQw,ipfs://Qmd8EcvhvevouARP14J4v5A9bkwCBwp21ch89F3vRrTjQw,ipfs://Qmak7Fe9nMJWv643Z5PiUDcMVtnSdFfFSrUaVqopi1G1di,disabled,Factory ZERO,Type 2,None,Wilder.Craft,Stock,688 919,Trinity,Sensation,Type 1,None,Type 1,None,Type 2
0xc1aa14ec44f57427709e7ab031e8ff76d9c6ea1ea014ee585d06cb8d58ae0aa7,wilder.craft.genesis.186,Model W,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://QmZowdnwHv2J8YLUnNezsbLuVrynJNRQAEp9CQcuu8UL51,ipfs://QmZowdnwHv2J8YLUnNezsbLuVrynJNRQAEp9CQcuu8UL51,ipfs://QmYhRc1xp5yG2VREkEp6fNd1zouQu5ZfjiB963fqHRLQS1,disabled,Factory ZERO,Type 1,None,Wilder.Craft,Type 1,685 916,WILD Animal,Sensation,Type 1,None,None,Type 1,Type 1
0xdf7874155da0bd3ced4d31516ff028c668f96d7d9dab160d4e340931b11d3fa5,wilder.craft.genesis.187,Model E,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://QmRLGwcXqj76ke7CLqE6Uun4bAZzfMq5xz4qg14kSScL7E,ipfs://QmRLGwcXqj76ke7CLqE6Uun4bAZzfMq5xz4qg14kSScL7E,ipfs://QmQxDqXQ68w4jPpVHWgQ56BjnRQyEZ3AjQShirZ55za1ad,disabled,Factory ZERO,None,Type 2,Wilder.Craft,Stock,447 678,Error,Light Spectrum,Type 1,None,None,Type 1,Type 3
0xaf0d922394107be4deddf12bb876eefa94acfe7bbcafc05102a7b1c5d4e915cd,wilder.craft.genesis.188,Model M,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://QmSRPbza8HS77dBbRumxRoMbczQTTPh5tBbAQtNB4fBkK1,ipfs://QmSRPbza8HS77dBbRumxRoMbczQTTPh5tBbAQtNB4fBkK1,ipfs://QmP7VjejAifpEpAL7pLuwntxQ5Ar7bfd64BHRugoMbC918,disabled,Factory ZERO,Type 2,None,Wilder.Craft,Type 1,377 608,Crossroads,Lightbeam,Type 1,Type 4,Type 1,Type 1,Type 1
0xcb70b24933423e4265d292b43b69ae1836539ac14270b7bf6bcd14aedf699c4d,wilder.craft.genesis.189,Model O,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://QmUQp4d8DFW6KCZA42CdfZja3sf2KpgD1kQrGJbefEMXxe,ipfs://QmUQp4d8DFW6KCZA42CdfZja3sf2KpgD1kQrGJbefEMXxe,ipfs://QmQfvjkit6LeUoZevHkrer4bSASbjFJZeQnh5F14DuZ9CY,disabled,Factory ZERO,Type 1,None,Wilder.Craft,Type 1,585 816,Error,Lightbeam,Type 1,Type 1,None,Type 1,Type 2
0x3446213b7e90a1f9cbae79a03d43db9704b3c62372fbc7de211a89c4869375aa,wilder.craft.genesis.19,Model O,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://QmQzi5UBqaLebieWFwTo9Z3uoZi4Zw8WwJqtgfXN9knH2o,ipfs://QmQzi5UBqaLebieWFwTo9Z3uoZi4Zw8WwJqtgfXN9knH2o,ipfs://QmU4okcveKHdUMK9i4dTLKUe9q8GdgN1p5n7kyxBUvSEwy,disabled,Factory ZERO,None,None,Wilder.Craft,Type 1,556 787,Starblade,Memory,None,Type 4,None,Type 2,None
0x360567e27b2a95602833ffe0fc08539c0baa6d34fcb8fd733d7d27e4aeee3d10,wilder.craft.genesis.190,Model M,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://QmeKCfyNa3XpShySPw9pxWQTeoV7txf4mq91N9BDXu5YzS,ipfs://QmeKCfyNa3XpShySPw9pxWQTeoV7txf4mq91N9BDXu5YzS,ipfs://QmbqPG7LUphztAkqwF89RVFK49LhuNBfrF3p1ZSKP7yea3,disabled,Factory ZERO,None,Type 1,Wilder.Craft,Stock,251 482,None,Lightbeam,None,Type 1,Type 1,None,None
0xaedd193818ce8ee35b0f9bbb8cbf81e62df0a58b64f0750c8fe7658187666e71,wilder.craft.genesis.191,Model O,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://QmaVfQCHdNYP29q3TpUw5SgsTCfvS6KF8GH1Kn4XF8JpN5,ipfs://QmaVfQCHdNYP29q3TpUw5SgsTCfvS6KF8GH1Kn4XF8JpN5,ipfs://Qmen7HYPUhibpENbpz8AjreEnJbjwW65DUyrK2BGwMGgKb,disabled,Factory ZERO,Type 2,None,Wilder.Craft,Stock,600 831,Blurred Lines,North West,None,Type 1,None,None,None
0x4c584623dca0ed959da1324bedb9d27ad18806c80220e5a30c3a4013408b3b47,wilder.craft.genesis.192,Model M,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://QmZxsiVjzamnXvBsYCAoBmfFH8ot7Cn3rC74dhefWknBKj,ipfs://QmZxsiVjzamnXvBsYCAoBmfFH8ot7Cn3rC74dhefWknBKj,ipfs://QmbHcAV9L3ofpJJNyQte1FPtNxkfLwfTP25EVt8vy7ELCe,disabled,Factory ZERO,None,None,Wilder.Craft,Stock,291 522,Alternate Reality,Intergalactic,Type 2,None,Type 2,None,None
0x097791f7c1bbeaf50d0473a6032fbe736e1727ed4623f5b9f7625b8b5fb2f935,wilder.craft.genesis.193,Model E,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://QmRQJqGpD7fsmH4rLDwyrhN3YknTqChDeXUUCN2i4fay1q,ipfs://QmRQJqGpD7fsmH4rLDwyrhN3YknTqChDeXUUCN2i4fay1q,ipfs://QmfSq2TzwuQY8dMyYQNnGAdKxoVFyrtJr7crWQQVhNH6Gq,disabled,Factory ZERO,Type 1,Type 1,Wilder.Craft,Type 1,429 660,None,Light Spectrum,Type 1,Type 1,None,Type 1,Type 4
0x0791028e2161bd57f0a5a66cd1220c12f7dc7d8a71eb1c83f8b4d5fdbc646d65,wilder.craft.genesis.194,Model M,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://QmVdzJLCHKnbkq677boGSERYPyqB6TsLmaEyMsEU3XT3WG,ipfs://QmVdzJLCHKnbkq677boGSERYPyqB6TsLmaEyMsEU3XT3WG,ipfs://QmYQ1DsjNpDHwgsVDRwAazgPETjbGLGnJneoomuaWnDrWN,disabled,Factory ZERO,None,None,Wilder.Craft,Stock,270 501,Blurred Lines,Smooth Jazz,None,Type 1,None,None,None
0xee0a86c91b6a58bded2f542a6a623db0a01533fcc7b73bb607b56203fb01683b,wilder.craft.genesis.195,Model E,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://Qmf87byh2S2LBbbjn6s6XGjD1eFD8ie1WPD6BDPaYLMDZK,ipfs://Qmf87byh2S2LBbbjn6s6XGjD1eFD8ie1WPD6BDPaYLMDZK,ipfs://QmVi1e3pukFJYPreyrXiQS7Gpo3pbtwZyM8e3YynGgsB16,disabled,Factory ZERO,None,None,Wilder.Craft,Stock,423 654,Blurred Lines,Cyber Wave,Type 2,Type 2,None,Type 2,Type 2
0x3c93d3179c4875a813da109ac026bd3c8be6e22ae2e9d52ef5ee971c69310851,wilder.craft.genesis.196,Model O,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://QmW3266gLBVL1xu5D7zSonJi41CHo6BPt1irnijfE8W3cK,ipfs://QmW3266gLBVL1xu5D7zSonJi41CHo6BPt1irnijfE8W3cK,ipfs://QmTDZchuTdx6gW4ZdYPruLaJKKeTWTuq6FkXPd73eX31Hd,disabled,Factory ZERO,None,Type 1,Wilder.Craft,Stock,571 802,Techno Weave,Northern Lights,Type 2,None,None,None,Type 3
0xc4788dda6a787518561af0b1ac889b0d7b2553d36a085dfa45e74bb1a63abd74,wilder.craft.genesis.197,Model M,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://QmSXgyAuvnBUhbs16iNCVitNQ25shvvyymVPAandcmQy3T,ipfs://QmSXgyAuvnBUhbs16iNCVitNQ25shvvyymVPAandcmQy3T,ipfs://QmSnNy6ikhCk3R8vMYaeXcb9Xt4GEkMW1igpeRzRdZkEm7,disabled,Factory ZERO,Type 2,None,Wilder.Craft,Stock,368 599,None,Lush,Type 1,None,None,None,Type 4
0xf1c693f22713ed0ced1901debe1203848b86b46f48689544135714e127ae60f8,wilder.craft.genesis.198,Model M,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://QmVUWtiqwX4u6hG3S6w8224qCFJwhdrjJ3gMuwYeiwLwST,ipfs://QmVUWtiqwX4u6hG3S6w8224qCFJwhdrjJ3gMuwYeiwLwST,ipfs://QmQ5hrCy9mKrryM4vv6gVrzwyfFNFH4cSEDzvMEDbthFGd,disabled,Factory ZERO,Type 1,Type 1,Wilder.Craft,Type 1,341 572,Blurred Lines,Lightbeam,None,Type 4,Type 3,None,Type 2
0xa3938c6491452e0ad56863633c5a6b59b7256d3ebdae35b324a71c5284c4895f,wilder.craft.genesis.199,Model E,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://QmdnupHEkLWsLGa3JQ2pztKeCne7cZ9kUiZvZfY3PRhz47,ipfs://QmdnupHEkLWsLGa3JQ2pztKeCne7cZ9kUiZvZfY3PRhz47,ipfs://Qmbdx13dV1Zc3QGLasPnaLrCTGUrfs1fBJgHc3DshDHEns,disabled,Factory ZERO,Type 1,None,Wilder.Craft,Type 1,465 696,Crossroads,Transition,Type 1,Type 1,None,Type 1,Type 2
0xc81d84f52dfb3fdcf38b7595454b3470df4fd62f36c5b30a570b7e38805e2a1a,wilder.craft.genesis.2,Model O,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://QmQQRfLvHUxDYUqt1XRXcfh1BnqBHnDZSHyBRh9h2HscVL,ipfs://QmQQRfLvHUxDYUqt1XRXcfh1BnqBHnDZSHyBRh9h2HscVL,ipfs://QmciNfSg7oXeW43bG83BExBgdrrLduM9qzi1NaG7LCiEfm,disabled,Factory ZERO,Type 1,None,Wilder.Craft,Type 1,629 860,None,Lush,Type 2,None,None,Type 1,Type 2
0x0b44accce984efdc505f26b0760724c8d6443259de23d9a074e0b4e133ced9a8,wilder.craft.genesis.20,Model Z,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://QmZ8oDsiLvFGdizCKJw32omkudNbTk383JzegPc3LHEHZ4,ipfs://QmZ8oDsiLvFGdizCKJw32omkudNbTk383JzegPc3LHEHZ4,ipfs://QmYkRmYn5z1xRcgtRyLhqNCcRWcTehyX31gDYyX75BGPUY,disabled,Factory ZERO,None,None,Wilder.Craft,Stock,695 926,None,Transcendent,Type 1,None,Type 3,Type 1,Type 4
0xd0057112858c50af0d5235f0367b4998fddc20a2e0049db9e7bf50786a74b58b,wilder.craft.genesis.200,Model E,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://QmVCzUxXL3Jfhm33Y8oprNaqeHbFwJdjme6QaoNBn6EgUb,ipfs://QmVCzUxXL3Jfhm33Y8oprNaqeHbFwJdjme6QaoNBn6EgUb,ipfs://QmPKvVSxE4vXsqvJqykPAQwzGzzshco3ek6xjVWBWgssBT,disabled,Factory ZERO,None,None,Wilder.Craft,Type 1,421 652,Blurred Lines,Northern Lights,Type 1,Type 5,None,None,Type 2
0x2bb66c491069f27fe4f628fdb37c8a7656450cc12c9d96015186835f8070fb8e,wilder.craft.genesis.201,Model E,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://QmX61AFAF767S5GQAzWJqVSTtrrNxvy8MrMPrafo4KE8C6,ipfs://QmX61AFAF767S5GQAzWJqVSTtrrNxvy8MrMPrafo4KE8C6,ipfs://Qma4cWhKF9rC6JbCHSez9dPXd51ieYruPzBjEdcAojJr6v,disabled,Factory ZERO,None,None,Wilder.Craft,Stock,411 642,Alternate Reality,Light Spectrum,Type 1,None,None,None,None
0x0763d0c1090ef68981eac974f5d2d5678e824b23f0a3057572b5e9abfab1d5a5,wilder.craft.genesis.202,Model E,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://QmSHRtoLDFubiscjeCp68WYe3a2b2BjfKdH9my7wkTLYFf,ipfs://QmSHRtoLDFubiscjeCp68WYe3a2b2BjfKdH9my7wkTLYFf,ipfs://QmSqh1C8Hxj2JKMC7LyozJMKBH1oqujBUDxRNKQwHW4dvR,disabled,Factory ZERO,Type 1,None,Wilder.Craft,Type 1,508 739,None,Transition,None,Type 1,None,None,Type 3
0x469791fb15a45eab53a402ffd59b968b37795eb7475865c693e643147bb8dc04,wilder.craft.genesis.203,Model W,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://QmQhvUKu4jcMXxwsZowQ1MQqgr4KetoViBgnoDD7eVfTtP,ipfs://QmQhvUKu4jcMXxwsZowQ1MQqgr4KetoViBgnoDD7eVfTtP,ipfs://QmTuL8M74Frgks9SGfzLtitpLoozh9VYirRRSmtdjAhswi,disabled,Factory ZERO,Type 3,Type 1,Wilder.Craft,Stock,694 925,thunder,Combination,Type 3,Type 4,Type 4,None,Type 3
0x9164a51710e7790267547bda435d9387fc738cf0f078641217678ecb74b6f448,wilder.craft.genesis.204,Model E,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://QmZvZZy5psHxeVgDkv7c3W3VgPamzLV3vCE9G6XnHRg9bP,ipfs://QmZvZZy5psHxeVgDkv7c3W3VgPamzLV3vCE9G6XnHRg9bP,ipfs://QmfG8WQ7PzEZeLxGvfStKZFA2YcK5d9keNLdd34fUoMoCz,disabled,Factory ZERO,None,Type 1,Wilder.Craft,Stock,427 658,Techno Weave,Teal Tones,Type 1,Type 1,None,Type 1,Type 3
0x44009e007a7ec95cded3c7410d26c0610ef0a37f0484976418f7366053c9a0ef,wilder.craft.genesis.205,Model M,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://QmfCV9HqM4EG7RFusZ8AXEMM961zJnAkJxBcyBFGG1t4ns,ipfs://QmfCV9HqM4EG7RFusZ8AXEMM961zJnAkJxBcyBFGG1t4ns,ipfs://QmdvAWZ7Bvo8MQc4Gbkj2xLuYMGBe8weeMzGFS6HioZqZq,disabled,Factory ZERO,None,Type 1,Wilder.Craft,Type 1,285 516,None,Light Spectrum,Type 1,Type 1,Type 3,Type 1,Type 4
0xc9987f52304c1321bb26faa2576bba2cb1be5a9a97f2a183bd14834831162302,wilder.craft.genesis.206,Model E,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://QmNcBKhjvDYitYCrnZoegSEC7wHmmy9wsu7Ncu8c3J3FAi,ipfs://QmNcBKhjvDYitYCrnZoegSEC7wHmmy9wsu7Ncu8c3J3FAi,ipfs://QmY21CCPazCYnK2Tc9UipqvgGwp7AfFyMmqfP3NYQJ6KqP,disabled,Factory ZERO,None,None,Wilder.Craft,Type 1,412 643,Alternate Reality,Transition,Type 1,None,None,Type 1,None
0xf791d41694007418937278e0a8ead364791d2557f716365e82c5f9f2013a3016,wilder.craft.genesis.207,Model M,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://QmSWWVfW3vHAZjgC5iSn3reW62UHn8cfbAQChpDGiiiofh,ipfs://QmSWWVfW3vHAZjgC5iSn3reW62UHn8cfbAQChpDGiiiofh,ipfs://QmUu9V3oPJCZC1eSnVN1mwUvDgjuYEwfiaBEw4GUJwTZzS,disabled,Factory ZERO,Type 1,Type 2,Wilder.Craft,Stock,327 558,None,Intergalactic,Type 2,Type 1,Type 3,Type 1,Type 4
0xa8ea15aa2b2bd2a68ac9861495305e0f6a5ca261a20f5c77b4c86dfa8929fcd2,wilder.craft.genesis.208,Model O,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://Qmb36e8McSK16qapehV4yvPy4fpRqw46rVefX9mzxrPKKn,ipfs://Qmb36e8McSK16qapehV4yvPy4fpRqw46rVefX9mzxrPKKn,ipfs://QmdozFmEM92DUvztFsVkeyaRf12rZcuGFpe7io8uNnWDbr,disabled,Factory ZERO,None,None,Wilder.Craft,Stock,563 794,Frequency,Lush,None,Type 1,None,Type 2,Type 1
0xb3dfb50c785292adf79eed4a4a7383d311fca54a6e388c8c070a5a16ba64c8a2,wilder.craft.genesis.209,Model M,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://QmahynknxNMqQCMxCzb75vCaA8cNR3bXDPWrGV1Mw5YTrq,ipfs://QmahynknxNMqQCMxCzb75vCaA8cNR3bXDPWrGV1Mw5YTrq,ipfs://QmbRf3EnrToQi5yR4qerv2Ewfsb5Vn6CLfWFAsH8A4ECMc,disabled,Factory ZERO,None,Type 1,Wilder.Craft,Stock,286 517,None,Transition,Type 2,Type 1,Type 3,Type 2,Type 4
0x83d97eb08a1c4f0270c2be5833073d7d119a06d0d6647f7afeec7ca7c7d1c785,wilder.craft.genesis.21,Model W,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://QmPcNRJzywiRLyvJPaGJGkyyphrVePVCHXsK2MBgHo8jNN,ipfs://QmPcNRJzywiRLyvJPaGJGkyyphrVePVCHXsK2MBgHo8jNN,ipfs://QmNP8tNw3B2BkQvMZ6MqCUuTNXYSeDKTN7YxPCbTuBWKMy,disabled,Factory ZERO,Type 1,Type 1,Wilder.Craft,Stock,647 878,Starblade,Ultra Cyber,None,None,Type 1,Type 1,Type 2
0x4d3a6bd2e691d1d1f2f8eff4319913b3cdcfdfdddc03b6c9df8a323195a99e51,wilder.craft.genesis.210,Model O,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://QmSAa9FzgAvPbtDGupiR69Rawix9SSoVJwnxKvjByev8f2,ipfs://QmSAa9FzgAvPbtDGupiR69Rawix9SSoVJwnxKvjByev8f2,ipfs://QmaR1GCUDYahN9QdhWNwsnzerY5h7PtfEaFZQS9pk8dSfM,disabled,Factory ZERO,None,Type 2,Wilder.Craft,Stock,568 799,Error,Northern Lights,Type 1,None,None,None,Type 2
0xa43e3bdd8d08ee7924111d0084d078b4b738764e852f61502c2c09bc750780b5,wilder.craft.genesis.211,Model M,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://QmSfq5sUXbbWvxvnwsMYXGgCyFnYXFT7o4RmmP2muYc2nV,ipfs://QmSfq5sUXbbWvxvnwsMYXGgCyFnYXFT7o4RmmP2muYc2nV,ipfs://QmZThMzKyaZbiofXginFPS62LbVMxP21pQUDfsn6FU57iG,disabled,Factory ZERO,Type 1,Type 1,Wilder.Craft,Stock,319 550,None,Teal Tones,None,Type 4,Type 2,Type 1,Type 2
0xdf9a993e35e4e10102379a168838302bdceb51a418e52da767b8ab552e498be9,wilder.craft.genesis.212,Model W,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://QmVEFQXpqRTxaFTNZwaUkZ98mkr551LxoF5XypJmFVfgaZ,ipfs://QmVEFQXpqRTxaFTNZwaUkZ98mkr551LxoF5XypJmFVfgaZ,ipfs://QmcS4tEvYMbGzuBnQmu1VRCxZp731c92nDhoBZWx1bS3SL,disabled,Factory ZERO,Type 2,Type 2,Wilder.Craft,Type 1,668 899,Error,Lush,Type 2,None,Type 2,None,Type 2
0x02caf97bf6df3b71e8d22419dadcf7d8e08403508c4033cac54948522d7e7c39,wilder.craft.genesis.213,Model E,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://QmZyUwV5a98XjQCnmi8Xa1fuHt8rL8RvfcqS1cJmNfMxWz,ipfs://QmZyUwV5a98XjQCnmi8Xa1fuHt8rL8RvfcqS1cJmNfMxWz,ipfs://QmWSuYdsKwAeZWDEX9VFjBCHJoh2i8YxW9rYP4CiVMyVfg,disabled,Factory ZERO,None,Type 1,Wilder.Craft,Stock,439 670,None,Northern Lights,Type 2,Type 3,None,Type 1,Type 1
0x015e00b62a8b10162822a59b2ac8b9503cca0491f592da117e32d09b5753e24e,wilder.craft.genesis.214,Model M,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://QmQHP96wCpTNtaYQ9e7Ws5KVHHEH5jaE7rTPstsDwxHaz7,ipfs://QmQHP96wCpTNtaYQ9e7Ws5KVHHEH5jaE7rTPstsDwxHaz7,ipfs://QmYtNKcH9rAUdN3DgnZwChf3YHv2BSCsy4v5v1GzMQQBNi,disabled,Factory ZERO,Type 1,Type 1,Wilder.Craft,Type 1,209 440,Alternate Reality,Muted,None,Type 1,Type 1,Type 1,None
0xc9418dda9c245aba71ec06aafcf78267fb8ac464a4d20daf48d58e2484391f8b,wilder.craft.genesis.215,Model M,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://QmdEipM5gtxv4SjwyWUjSaxH7VE1n5MRUd98vFMqH9RdU1,ipfs://QmdEipM5gtxv4SjwyWUjSaxH7VE1n5MRUd98vFMqH9RdU1,ipfs://QmUXkzLahiMTbdTFE3qzPFCcE1KifisgyctacTWgVK1Wcs,disabled,Factory ZERO,Type 1,None,Wilder.Craft,Stock,336 567,None,North West,Type 1,None,None,Type 2,Type 1
0xc381af99392e907c15b72e8178cbf45d50e9fd6c2a476c215880e87097bb36eb,wilder.craft.genesis.216,Model E,A new dimension of transportation in Wilder World. Metaverse enabled Hyper Crafts that will allow you to go from point A to point Z in 5D. Our genesis Craft collection featuring 501 unique procedurally generated NFTs.,ipfs://QmSvMgB3u43koCdfjcuBXmE6fKheDNSSfvMHtMhL1EQc74,ipfs://QmSvMgB3u43koCdfjcuBXmE6fKheDNSSfvMHtMhL1EQc74,ipfs://QmdyM3Vn6JJbcfTuZqt3MuCMthdmfGZpbftA25LHpJiN8P,disabled,Factory ZERO,Type 3,Type 2,Wilder.Craft,Stock,536 767,WILD Animal,Northern Lights,Type 2,Type 4,None,Type 2,None
